invoice_id,Customer_Name,industry,country,company_size,customer_type,contract_type,amount,days_to_due,days_late,past_due_ratio,profit_margin_trend,cash_flow_status,recent_loan_applications,credit_hold_history,industry_payment_benchmark,economic_health_index,late_payment
202,IronClad Metals,IT Services,UK,Small,Returning,Recurring,5980.19,30,57,0.46,Improving,Negative,3,FALSE,0.46,-0.03,1
203,PayPro Financials,Retail,PK,Small,New,One-time,6239.78,30,43,0.54,Declining,Negative,0,TRUE,0.37,0.33,1
204,QuickNet Communications,Finance,IN,Medium,Returning,Recurring,7339.81,60,45,0.75,Improving,Negative,1,TRUE,0.38,-0.17,1
205,UrbanGrid Builders,IT Services,FR,Small,New,Recurring,6909.16,15,51,0.97,Improving,Positive,5,FALSE,0.84,0.74,1
206,SkyLogistics,Manufacturing,PK,Large,New,Recurring,4380.12,15,34,0.01,Declining,Positive,2,TRUE,0.52,-0.21,1
207,Omega Manufacturing,Finance,UK,Small,New,One-time,5907.69,15,64,0.58,Stable,Negative,5,FALSE,0.37,-0.02,1
208,SkyWare Systems,Construction,DE,Small,New,One-time,8819.97,60,18,0.01,Declining,Negative,0,FALSE,0.61,0.53,0
209,CityHealth Hospitals,Manufacturing,IE,Small,Returning,Project-based,8040.63,60,68,0.55,Stable,Negative,1,TRUE,0.33,0,1
210,MediServe Diagnostics,Education,US,Small,Returning,One-time,9362.77,60,32,0.43,Declining,Positive,1,FALSE,0.54,-0.17,1
211,SmartEdu Academy,IT Services,IE,Large,Returning,Recurring,9548.97,60,47,0.55,Declining,Positive,2,TRUE,0.54,-0.2,1
212,Zenith Logistics,Manufacturing,IE,Medium,Returning,One-time,760.54,15,46,0.85,Improving,Negative,3,TRUE,0.63,0.16,1
213,ClearPath Consulting,Retail,IE,Small,New,One-time,8857.54,45,41,0.5,Stable,Positive,1,TRUE,0.83,0.29,1
214,SmartMove Rentals,Manufacturing,US,Large,New,Recurring,9349.09,30,0,0.23,Declining,Positive,0,FALSE,0.54,-0.55,0
215,TechLine Systems,Finance,UK,Medium,New,Recurring,2351.64,15,48,0.63,Stable,Positive,1,TRUE,0.87,-0.84,1
216,DataCore Technologies,Education,FR,Large,New,Project-based,5161.93,60,26,0.28,Improving,Positive,4,TRUE,0.58,-0.5,0
217,PrimeEdge Investments,Finance,PK,Small,New,Project-based,4641.43,15,28,0.07,Stable,Negative,3,TRUE,0.56,0.87,0
218,SmartBuy Retailers,Education,IN,Small,Returning,Project-based,3936.75,45,28,0.19,Improving,Negative,3,FALSE,0.87,-0.62,0
219,ShopWise Market,Finance,US,Small,Returning,Recurring,8293.15,15,60,0.3,Declining,Negative,0,FALSE,0.85,0.33,1
220,MediServe Diagnostics,Finance,IN,Small,Returning,One-time,7744.02,15,70,0.61,Declining,Negative,1,FALSE,0.74,0.8,1
221,AutoZone Motors,Education,UK,Large,Returning,Recurring,4834.36,45,45,0.42,Declining,Positive,4,TRUE,0.46,-0.65,1
222,InnoHealth Labs,Retail,FR,Small,New,Recurring,5595.38,60,24,0.87,Stable,Positive,3,FALSE,0.84,0.87,0
223,AutoDrive Technologies,IT Services,PK,Large,Returning,Recurring,5768.9,30,28,0.14,Declining,Positive,3,FALSE,0.41,-0.96,0
224,AeroSpace Industries,Manufacturing,DE,Large,New,Project-based,4068.21,60,42,0.44,Improving,Positive,2,TRUE,0.48,0.88,1
225,BrightPay,Finance,DE,Large,Returning,One-time,6809.24,45,27,0.49,Improving,Negative,1,FALSE,0.39,-0.14,0
226,MetroLine Construction,Education,PK,Medium,Returning,One-time,2642.51,45,56,0.31,Declining,Positive,2,TRUE,0.36,-0.76,1
227,PixelWorks Media,IT Services,PK,Medium,Returning,Project-based,2708.95,15,6,0.01,Stable,Positive,2,TRUE,0.53,0.18,0
228,EcoEnergy Solutions,Finance,DE,Large,New,Project-based,1213.1,15,61,0.66,Declining,Negative,0,TRUE,0.4,-0.59,1
229,GreenWay Manufacturing,Education,DE,Small,Returning,Recurring,4259.28,30,40,0.97,Improving,Positive,1,FALSE,0.42,0.48,1
230,DataMatrix IT,Construction,UK,Large,New,One-time,9044.52,30,30,0.6,Declining,Positive,0,TRUE,0.65,-0.03,0
231,EduSmart Solutions,IT Services,UK,Small,New,One-time,8789.18,45,55,0.89,Stable,Positive,5,TRUE,0.73,-0.74,1
232,NovaFoods,Construction,UK,Medium,New,Project-based,5420.12,60,16,0.22,Improving,Positive,2,FALSE,0.67,0.41,0
233,DataSphere,Education,PK,Medium,New,Recurring,1042.29,45,54,0.35,Declining,Negative,1,TRUE,0.38,-0.08,1
234,EduSmart Solutions,Manufacturing,IN,Medium,Returning,Project-based,9988.09,45,50,0.79,Declining,Positive,3,TRUE,0.56,0.19,1
235,BioLab Research,IT Services,DE,Small,Returning,Project-based,5776.32,60,55,0.87,Improving,Positive,1,TRUE,0.71,0.93,1
236,IronClad Metals,Retail,FR,Medium,New,One-time,3958.1,15,10,0.2,Stable,Positive,5,TRUE,0.46,0.24,0
237,BrightEdge AI,Healthcare,PK,Small,New,One-time,7486.02,45,4,0.07,Stable,Positive,1,FALSE,0.33,-0.58,0
238,ClearPath Consulting,Education,IN,Large,New,One-time,67.58,45,47,0.76,Declining,Negative,2,FALSE,0.41,-0.64,1
239,CloudWorks Ltd,Healthcare,DE,Small,Returning,One-time,5351.81,60,40,0.3,Declining,Positive,4,TRUE,0.73,-0.44,1
240,SmartEdu Academy,IT Services,FR,Small,Returning,Project-based,866.83,60,3,0.95,Improving,Positive,1,FALSE,0.64,0.87,0
241,MediCore Systems,IT Services,IE,Small,New,Project-based,6375.03,15,28,0.77,Stable,Positive,0,TRUE,0.53,0.19,0
242,AlphaEdge Investments,Retail,IE,Large,New,Recurring,9472.91,45,50,0.83,Improving,Positive,5,FALSE,0.43,0.82,1
243,QuickPay Fintech,Retail,PK,Large,Returning,One-time,4125.08,15,5,0.03,Improving,Negative,5,TRUE,0.62,0.88,0
244,EcoVision Solar,Retail,DE,Medium,Returning,Recurring,9219.06,30,41,0.36,Stable,Negative,2,FALSE,0.73,-0.33,1
245,DataBridge Analytics,Construction,DE,Medium,Returning,Project-based,1609.88,30,43,0.73,Stable,Negative,1,TRUE,0.53,-0.23,1
246,DataMatrix IT,Manufacturing,DE,Small,Returning,Project-based,3744.72,30,56,0.31,Stable,Negative,4,FALSE,0.39,0.09,1
247,CityNet Communications,IT Services,PK,Large,Returning,Project-based,5444.44,15,27,0.08,Stable,Negative,3,TRUE,0.74,-0.81,0
248,UrbanStyle Retail,Retail,PK,Small,New,Project-based,5721.99,60,2,0.23,Stable,Negative,5,FALSE,0.74,0.67,0
249,DataCore Technologies,Education,US,Small,New,Recurring,5227.63,45,60,0.84,Stable,Negative,3,FALSE,0.36,0.04,1
250,PixelWorks Media,IT Services,FR,Small,Returning,Recurring,185.49,30,5,0.28,Improving,Negative,4,FALSE,0.41,-0.56,0
251,BioEdge Pharma,IT Services,IE,Medium,New,Recurring,9035.66,45,44,0.94,Declining,Negative,0,FALSE,0.7,0.95,1
252,BlueStone Retail,Retail,IN,Medium,New,Project-based,4821.68,45,21,0.2,Improving,Positive,5,TRUE,0.42,0.24,0
253,SmartFinance Advisors,Education,US,Small,Returning,One-time,6999.18,15,24,0.88,Stable,Positive,0,FALSE,0.72,0.79,0
254,Oceanic Shipping,Healthcare,PK,Large,New,One-time,1416.32,30,17,0.28,Improving,Positive,5,FALSE,0.8,0.34,0
255,OmniCare Health,Retail,PK,Large,New,Recurring,383.96,15,34,0.81,Declining,Positive,2,FALSE,0.43,-0.94,1
256,SmartMove Rentals,Retail,PK,Medium,Returning,Recurring,8949.58,15,30,0.79,Improving,Positive,5,TRUE,0.37,-0.32,0
257,PeakFinance,Finance,DE,Large,Returning,One-time,4559.32,30,46,0.87,Stable,Positive,1,TRUE,0.38,0.9,1
258,SafeGuard Security,Education,PK,Small,New,One-time,7918.67,15,43,1,Stable,Positive,1,FALSE,0.41,0.69,1
259,BluePeak Insurance,Retail,FR,Large,Returning,One-time,3589.37,45,39,0.74,Declining,Positive,0,FALSE,0.68,-0.53,1
260,AutoFix Mechanics,Healthcare,US,Large,Returning,Project-based,7135.75,60,0,0.09,Improving,Positive,5,TRUE,0.31,0.72,0
261,VentureX Holdings,Retail,US,Medium,New,One-time,4176.83,30,31,0.06,Declining,Positive,3,TRUE,0.66,0.81,1
262,EcoFuel Energy,Manufacturing,PK,Medium,Returning,One-time,1560.75,45,39,0.04,Declining,Negative,0,FALSE,0.58,-0.93,1
263,PayPro Financials,Healthcare,DE,Large,Returning,Project-based,2831.18,45,23,0.65,Declining,Positive,5,FALSE,0.85,0.65,0
264,PeakFinance,Manufacturing,PK,Large,Returning,One-time,2046.99,30,28,0.59,Stable,Positive,0,FALSE,0.76,0.51,0
265,SafeGuard Security,Education,UK,Medium,Returning,Recurring,7562.94,15,30,0.64,Improving,Positive,5,FALSE,0.79,0.16,0
266,SmartBuy Retailers,Retail,PK,Large,Returning,Project-based,3943,45,39,0.02,Stable,Positive,5,TRUE,0.34,-0.41,1
267,PureBuild Construction,Construction,IN,Small,New,One-time,1579.94,15,34,0.01,Improving,Negative,3,FALSE,0.6,-0.89,1
268,RetailVerse,Construction,FR,Small,New,One-time,5004.33,15,24,0.3,Stable,Positive,3,FALSE,0.33,-0.85,0
269,DataSphere,Finance,US,Small,New,Project-based,9982.55,60,37,0.32,Improving,Positive,2,FALSE,0.62,-0.11,1
270,UrbanStyle Retail,Retail,IE,Large,New,Recurring,8604.68,15,13,0.04,Improving,Positive,1,TRUE,0.62,0.09,0
271,AgriGrow Foods,Healthcare,IE,Medium,Returning,Recurring,8117.63,30,22,0.07,Improving,Positive,5,FALSE,0.63,0.04,0
272,SafeGuard Security,IT Services,US,Small,Returning,Recurring,8297.51,60,27,0.92,Stable,Negative,4,TRUE,0.34,-0.28,0
273,ClearTech Digital,IT Services,UK,Small,Returning,Recurring,6332.91,60,48,0.28,Declining,Negative,1,FALSE,0.42,-0.36,1
274,AutoMotion,Manufacturing,UK,Medium,Returning,Recurring,4104.8,45,47,0.26,Stable,Negative,1,TRUE,0.6,0.11,1
275,Cloudify Solutions,IT Services,FR,Medium,Returning,Recurring,5227.43,15,7,0,Declining,Positive,0,FALSE,0.43,0.64,0
276,PayPro Financials,Construction,PK,Medium,New,One-time,6204.03,30,3,0.1,Stable,Positive,1,FALSE,0.89,-0.85,0
277,RetailVerse,Construction,US,Small,Returning,One-time,5162.63,60,50,0.81,Improving,Negative,1,FALSE,0.6,0.88,1
278,AutoParts Depot,Retail,FR,Large,New,Project-based,9036.77,45,20,0.29,Improving,Positive,5,FALSE,0.76,0.2,0
279,SkyWare Systems,Healthcare,DE,Medium,Returning,One-time,514.4,15,56,0.43,Declining,Negative,3,FALSE,0.32,-0.14,1
280,FreshMart Foods,Education,FR,Large,New,Recurring,5324.82,15,21,0.37,Stable,Positive,2,TRUE,0.37,-0.78,0
281,SoftCore IT,Finance,IE,Medium,Returning,Project-based,3123.52,45,14,0.95,Stable,Positive,2,FALSE,0.64,0.63,0
282,GreenWorks Ltd,Construction,IN,Large,New,Recurring,8169.09,60,23,0.64,Improving,Positive,3,FALSE,0.67,-0.11,0
283,AgriGrow Foods,Construction,IE,Medium,Returning,Recurring,9480.53,15,13,0.24,Stable,Positive,5,TRUE,0.3,0.5,0
284,AutoZone Motors,Finance,FR,Large,New,Recurring,3264.66,60,47,0.85,Stable,Positive,2,FALSE,0.32,0.5,1
285,FlowNet Systems,Retail,PK,Small,Returning,One-time,3933.89,60,54,0.35,Improving,Negative,0,TRUE,0.74,0.48,1
286,VentureX Holdings,Construction,FR,Large,New,Project-based,7112.99,60,40,0.76,Declining,Negative,4,FALSE,0.77,-0.88,1
287,VentureX Holdings,Healthcare,PK,Medium,Returning,One-time,5865.52,60,32,0.38,Improving,Positive,3,TRUE,0.53,-0.16,1
288,AlphaEdge Investments,Healthcare,PK,Large,Returning,Project-based,1544.44,45,40,0.72,Stable,Positive,2,FALSE,0.61,-0.86,1
289,NovaFoods,Manufacturing,UK,Large,Returning,One-time,9086.57,60,55,0.68,Declining,Negative,0,TRUE,0.41,-0.72,1
290,AutoZone Motors,Construction,DE,Medium,Returning,Project-based,8734.56,30,31,0.58,Stable,Positive,4,TRUE,0.59,-0.07,1
291,ClearPath Consulting,Healthcare,UK,Large,New,Recurring,3516.84,15,41,0.51,Improving,Negative,4,FALSE,0.82,0.1,1
292,BrightLine Transport,Construction,UK,Medium,New,One-time,2039.73,45,41,0.75,Improving,Negative,0,TRUE,0.55,0.31,1
293,CloudWorks Ltd,Healthcare,FR,Medium,Returning,Project-based,8555.22,15,16,0.39,Stable,Negative,5,FALSE,0.73,-0.23,0
294,AlphaWare Systems,IT Services,PK,Small,Returning,One-time,6408.59,30,43,0.25,Declining,Negative,1,FALSE,0.39,0.54,1
295,NovaEdge Digital,Construction,IE,Medium,Returning,Project-based,6092.87,30,45,0.55,Improving,Negative,2,FALSE,0.39,0.7,1
296,CreditEase Bank,Finance,UK,Medium,New,One-time,6669.72,45,19,0.21,Declining,Negative,5,FALSE,0.43,-0.86,0
297,PureBuild Construction,Retail,DE,Small,New,One-time,7322.86,60,26,0.2,Stable,Positive,0,TRUE,0.88,-0.4,0
298,BioLab Research,IT Services,US,Medium,New,One-time,5068.31,30,2,0.33,Stable,Positive,2,FALSE,0.67,-0.29,0
299,GlobalData Systems,Finance,IE,Medium,Returning,Recurring,7577.31,30,48,0.78,Stable,Negative,5,TRUE,0.83,0.05,1
300,EcoVision Solar,IT Services,IN,Medium,Returning,One-time,7109.68,30,22,0.62,Improving,Positive,4,FALSE,0.65,0.75,0
301,BrightPay,Healthcare,IE,Medium,New,Project-based,3380.93,45,38,0.32,Improving,Positive,3,TRUE,0.4,0.75,1
302,SoftCore IT,Finance,DE,Large,Returning,Recurring,1022.28,15,28,0.56,Stable,Positive,5,TRUE,0.49,-0.73,0
303,BrightLine Transport,Manufacturing,DE,Medium,Returning,Recurring,899.83,30,71,0.95,Declining,Negative,5,TRUE,0.43,-0.56,1
304,RetailVerse,Manufacturing,IE,Large,New,One-time,9792.59,15,42,0.37,Declining,Negative,1,FALSE,0.67,0.54,1
305,AgroFresh Farms,Healthcare,IE,Large,New,Recurring,6580.73,45,25,0.33,Improving,Negative,3,FALSE,0.36,0.69,0
306,PureBuild Construction,Manufacturing,FR,Medium,Returning,Recurring,5841.48,15,18,0.05,Improving,Negative,1,FALSE,0.53,0.37,0
307,QuickServe Delivery,Construction,FR,Large,Returning,Recurring,9860.95,30,38,0.68,Declining,Positive,3,TRUE,0.66,-0.04,1
308,AlphaWare Systems,Healthcare,IE,Medium,Returning,One-time,7042.53,45,18,0.71,Stable,Positive,0,FALSE,0.72,0.36,0
309,BioLab Research,IT Services,IN,Large,Returning,One-time,569.93,15,81,0.99,Improving,Negative,2,FALSE,0.32,0.68,1
310,SkyWare Systems,Construction,DE,Small,New,Project-based,5995.03,60,36,0.51,Stable,Positive,3,TRUE,0.45,0.48,1
311,SkyHigh Builders,Manufacturing,FR,Medium,New,One-time,5984.37,60,18,0.22,Stable,Positive,4,FALSE,0.38,-0.32,0
312,CloudWorks Ltd,Healthcare,FR,Small,New,One-time,8471.48,15,45,0.28,Stable,Negative,4,TRUE,0.47,0.42,1
313,BlueSky Airlines,IT Services,IN,Large,New,One-time,1364.07,45,62,0.97,Stable,Negative,1,FALSE,0.42,0.1,1
314,AutoWorld Services,Education,IE,Medium,Returning,Project-based,426.93,45,55,0.78,Declining,Negative,4,TRUE,0.88,-0.56,1
315,EcoVision Solar,Healthcare,IN,Small,New,One-time,9520.85,30,23,0.43,Stable,Positive,1,FALSE,0.88,0.41,0
316,PayPro Financials,Retail,FR,Large,New,One-time,2401.95,60,62,0.91,Declining,Negative,4,FALSE,0.76,-0.56,1
317,ShopWise Market,Construction,IE,Small,New,Recurring,5772.88,15,68,1,Declining,Negative,3,TRUE,0.55,0.12,1
318,FreshMart Foods,Construction,IE,Small,New,Recurring,9387.59,60,40,0.27,Stable,Negative,5,FALSE,0.75,-0.25,1
319,FreshMart Foods,Education,PK,Large,Returning,Project-based,1544.86,30,62,0.66,Declining,Negative,3,FALSE,0.46,-0.57,1
320,InnoHealth Labs,Healthcare,FR,Small,Returning,Project-based,2857.38,45,42,0.33,Improving,Positive,1,FALSE,0.86,-0.45,1
321,CreditEase Bank,Education,US,Large,Returning,Recurring,1267.42,45,41,0.31,Stable,Positive,0,TRUE,0.72,0.37,1
322,ClearTech Digital,Construction,DE,Small,Returning,One-time,5010.14,45,43,0.25,Stable,Negative,3,TRUE,0.64,-0.86,1
323,AgroFresh Farms,Construction,IE,Medium,Returning,One-time,643.63,15,25,0.13,Improving,Negative,4,TRUE,0.66,0.86,0
324,SmartBuy Retailers,IT Services,UK,Medium,Returning,Project-based,1838.45,30,83,0.99,Declining,Negative,2,FALSE,0.57,-0.48,1
325,DataSphere,Healthcare,UK,Medium,New,Project-based,4307.26,60,56,0.8,Stable,Negative,2,TRUE,0.59,-0.85,1
326,DataSphere,Construction,PK,Medium,Returning,Recurring,3750.11,15,16,0.61,Improving,Positive,2,TRUE,0.88,0.2,0
327,AutoParts Depot,Finance,DE,Medium,Returning,Project-based,4271.88,15,61,0.24,Declining,Positive,0,TRUE,0.83,-0.58,1
328,FinEdge Corp,Manufacturing,FR,Small,New,Recurring,8387.19,30,38,0.65,Improving,Negative,3,TRUE,0.31,-0.65,1
329,BlueStone Retail,Retail,DE,Small,Returning,Project-based,6820.85,45,63,0.6,Improving,Negative,4,FALSE,0.75,0.46,1
330,Oceanic Shipping,Manufacturing,PK,Medium,Returning,Project-based,7161.98,60,27,0.27,Improving,Positive,2,FALSE,0.9,-0.86,0
331,ClearPath Consulting,Education,FR,Medium,Returning,Project-based,2701.41,30,46,0.56,Improving,Negative,5,FALSE,0.56,-0.52,1
332,TechConnect,Education,DE,Large,Returning,One-time,1770.35,15,41,0.66,Declining,Positive,3,TRUE,0.45,-0.85,1
333,PrimeTech AI,Retail,DE,Small,New,Project-based,3383.54,30,35,0.57,Declining,Positive,1,TRUE,0.44,-0.9,1
334,QuickPay Fintech,Finance,UK,Medium,Returning,Recurring,6573.18,30,35,0.59,Improving,Negative,0,TRUE,0.72,0.65,1
335,MegaMart Group,Retail,IN,Small,Returning,Project-based,9958.16,60,55,0.81,Improving,Positive,4,TRUE,0.7,0,1
336,OmniCare Health,Retail,IE,Large,New,Project-based,8932.29,15,33,0.38,Improving,Negative,5,TRUE,0.67,-0.95,1
337,IronClad Metals,Healthcare,US,Large,New,One-time,6837.54,15,67,0.71,Stable,Negative,5,TRUE,0.6,0.82,1
338,SmartBank,IT Services,PK,Medium,New,Project-based,2281.43,45,66,0.77,Declining,Negative,3,TRUE,0.56,-0.41,1
339,BlueSky Airlines,Finance,FR,Medium,Returning,One-time,973.85,60,59,0.85,Stable,Negative,4,FALSE,0.37,0.12,1
340,GlobalData Systems,Manufacturing,DE,Large,Returning,One-time,2816.15,60,46,0.64,Declining,Positive,3,FALSE,0.83,0.95,1
341,SmartEdge Security,Construction,UK,Medium,Returning,Recurring,2546.73,60,47,0.8,Stable,Negative,5,TRUE,0.58,0.49,1
342,PeakWorks Engineering,Healthcare,DE,Medium,New,One-time,9494.4,30,5,0.07,Declining,Positive,5,FALSE,0.48,-0.38,0
343,GreenWorks Ltd,Finance,UK,Large,Returning,Recurring,7637.17,45,19,0.06,Declining,Positive,5,FALSE,0.52,-0.07,0
344,SmartMove Rentals,IT Services,DE,Large,New,Recurring,9510.4,30,22,0.19,Improving,Positive,5,TRUE,0.3,-0.67,0
345,NovaCom IT,Retail,DE,Medium,New,Project-based,2682.78,60,58,0.48,Improving,Negative,1,TRUE,0.38,0,1
346,SteelForge Manufacturing,Finance,PK,Medium,Returning,Recurring,322.64,30,50,0.22,Declining,Negative,2,TRUE,0.31,-0.32,1
347,QuickServe Delivery,Retail,UK,Medium,New,One-time,4501.18,60,48,0.86,Improving,Positive,3,FALSE,0.89,-0.58,1
348,TransWorld Freight,Manufacturing,UK,Small,Returning,One-time,397.26,15,48,0.85,Improving,Negative,1,FALSE,0.75,0.92,1
349,SkyHigh Builders,Education,IE,Small,Returning,Recurring,8179.7,60,36,0.87,Declining,Positive,3,FALSE,0.88,0.05,1
350,AutoDrive Technologies,Retail,PK,Large,New,One-time,4375.09,30,23,0.51,Improving,Positive,5,FALSE,0.6,0.05,0
351,BrightWave Finance,Retail,IN,Large,New,One-time,5028.43,45,55,0.78,Declining,Negative,5,FALSE,0.72,-0.89,1
352,BlueSky Airlines,Construction,UK,Large,Returning,One-time,4232.45,45,20,0.07,Stable,Negative,5,TRUE,0.63,0.8,0
353,EduSmart Solutions,Finance,DE,Medium,New,Project-based,1963.79,60,73,0.5,Declining,Negative,2,TRUE,0.89,0.63,1
354,EcoVision Solar,Education,FR,Small,Returning,Project-based,1878.45,15,27,0.15,Improving,Positive,5,FALSE,0.86,0.7,0
355,AeroSpace Industries,Education,FR,Small,Returning,Recurring,6823.38,60,19,0.15,Declining,Negative,1,TRUE,0.71,-0.24,0
356,MediCore Systems,Construction,PK,Large,New,One-time,3911.54,15,37,0.15,Declining,Positive,4,TRUE,0.87,-0.32,1
357,TechConnect,Construction,FR,Small,Returning,Project-based,2211.7,60,49,0.67,Improving,Negative,1,FALSE,0.59,0.07,1
358,Zenith Logistics,Retail,US,Large,Returning,Recurring,9458.56,60,38,0.97,Improving,Positive,1,FALSE,0.76,-0.19,1
359,AlphaWare Systems,Education,IN,Small,New,Project-based,9155.07,60,20,0.46,Improving,Positive,1,TRUE,0.89,0.2,0
360,EduPro Learning,Manufacturing,UK,Large,New,Project-based,7825.58,45,70,0.98,Improving,Positive,4,TRUE,0.51,-0.24,1
361,TransWorld Freight,IT Services,UK,Large,Returning,Recurring,5355.01,45,28,0.57,Improving,Negative,3,TRUE,0.81,0.09,0
362,NextStep Consulting,IT Services,FR,Small,New,One-time,1892.25,15,35,0.58,Stable,Negative,3,TRUE,0.88,-0.36,1
363,QuickServe Delivery,Education,IN,Large,Returning,Recurring,7869.55,60,39,0.35,Stable,Positive,0,TRUE,0.44,0.78,1
364,CloudNova,Retail,DE,Large,New,Project-based,147.75,45,0,0.49,Stable,Positive,1,FALSE,0.69,-0.97,0
365,MediAid Clinics,Construction,IN,Medium,Returning,One-time,6153.59,45,29,0.64,Declining,Positive,1,FALSE,0.73,0.71,0
366,OmniCare Health,Education,IN,Small,New,Project-based,180.26,30,12,0.56,Stable,Positive,2,FALSE,0.62,0.94,0
367,FreshLeaf Organics,Manufacturing,PK,Small,New,One-time,9876.56,45,3,0.6,Improving,Positive,4,FALSE,0.33,-0.82,0
368,MobiLink,Construction,IN,Small,Returning,One-time,9650.23,30,20,0.37,Stable,Positive,4,TRUE,0.61,-0.44,0
369,NextStep Consulting,Retail,UK,Large,New,Project-based,7995.59,60,40,0.41,Declining,Negative,5,TRUE,0.43,-0.74,1
370,BioLab Research,Manufacturing,PK,Large,New,One-time,8074.21,30,25,0.4,Declining,Positive,5,TRUE,0.56,-0.49,0
371,AgroFresh Farms,Healthcare,IN,Small,Returning,One-time,1373.81,15,23,0.24,Stable,Negative,4,FALSE,0.56,-0.53,0
372,NextGen IT,Manufacturing,PK,Medium,New,Project-based,8577.42,60,31,0.55,Stable,Positive,2,FALSE,0.42,0.2,1
373,BlueSky Airlines,Finance,IE,Small,Returning,Project-based,7231.92,45,21,0.39,Improving,Positive,4,FALSE,0.47,-0.45,0
374,AutoFix Mechanics,Manufacturing,UK,Large,New,Recurring,3931.66,45,30,0.02,Declining,Negative,5,FALSE,0.88,0.99,0
375,UrbanMove Transport,Healthcare,US,Large,New,Project-based,7044.25,15,50,0.47,Declining,Positive,3,FALSE,0.81,-0.31,1
376,MegaMart Group,Construction,IE,Small,Returning,One-time,3920.17,45,22,0.05,Improving,Negative,5,TRUE,0.82,0.49,0
377,IronGate Construction,Healthcare,US,Medium,Returning,Recurring,5631.63,60,43,0.64,Improving,Negative,2,FALSE,0.68,0.45,1
378,QuickServe Delivery,Finance,IE,Small,Returning,Recurring,187.02,30,45,0.86,Declining,Positive,0,FALSE,0.69,-0.4,1
379,UrbanGrid Builders,IT Services,DE,Small,New,Project-based,5374.25,45,25,0.98,Stable,Positive,5,TRUE,0.65,-0.4,0
380,MegaMart Group,Finance,PK,Small,New,Project-based,4674.32,45,22,0.31,Declining,Positive,2,FALSE,0.85,-0.84,0
381,Omega Manufacturing,Finance,IN,Large,New,Project-based,8754.71,45,34,0.01,Stable,Negative,3,FALSE,0.47,-0.37,1
382,PeakFinance,IT Services,IN,Small,Returning,Project-based,4942.82,15,37,0.97,Stable,Negative,0,FALSE,0.49,0.01,1
383,MediCore Systems,Manufacturing,PK,Medium,Returning,One-time,4346.57,60,47,0.7,Declining,Positive,0,TRUE,0.36,0.93,1
384,AutoParts Depot,IT Services,IN,Small,New,Recurring,7881.23,60,37,0.02,Improving,Negative,0,TRUE,0.81,-0.74,1
385,QuickNet Communications,Construction,US,Medium,Returning,Project-based,9878.69,45,22,0.66,Stable,Positive,3,FALSE,0.56,0.59,0
386,NextGen IT,IT Services,FR,Large,Returning,Recurring,4761.37,60,61,0.31,Stable,Negative,3,TRUE,0.79,-0.07,1
387,AeroLink Technologies,Construction,DE,Medium,New,Project-based,5112.27,60,40,0.66,Declining,Negative,2,FALSE,0.74,0.42,1
388,AlphaEdge Investments,Education,IE,Small,Returning,One-time,2211.91,15,33,0.39,Improving,Negative,1,TRUE,0.69,-0.99,1
